onset,duration,description
2007-01-01 19:06:08,30.0,NonCAP
2007-01-01 19:06:38,30.0,NonCAP
2007-01-01 19:07:08,30.0,NonCAP
2007-01-01 19:07:38,30.0,NonCAP
2007-01-01 19:08:08,30.0,NonCAP
2007-01-01 19:08:38,30.0,NonCAP
2007-01-01 19:09:08,30.0,NonCAP
2007-01-01 19:09:38,30.0,NonCAP
2007-01-01 19:10:08,30.0,NonCAP
2007-01-01 19:10:38,30.0,NonCAP
2007-01-01 19:11:08,30.0,NonCAP
2007-01-01 19:11:38,30.0,NonCAP
2007-01-01 19:12:08,30.0,NonCAP
2007-01-01 19:12:38,30.0,NonCAP
2007-01-01 19:13:08,30.0,NonCAP
2007-01-01 19:13:38,30.0,NonCAP
2007-01-01 19:14:08,30.0,NonCAP
2007-01-01 19:14:38,30.0,NonCAP
2007-01-01 19:15:08,30.0,NonCAP
2007-01-01 19:15:38,30.0,NonCAP
2007-01-01 19:16:08,30.0,NonCAP
2007-01-01 19:16:38,30.0,NonCAP
2007-01-01 19:17:08,30.0,NonCAP
2007-01-01 19:17:38,30.0,NonCAP
2007-01-01 19:18:08,30.0,NonCAP
2007-01-01 19:18:38,30.0,NonCAP
2007-01-01 19:19:08,30.0,NonCAP
2007-01-01 19:19:38,30.0,NonCAP
2007-01-01 19:20:08,30.0,NonCAP
2007-01-01 19:20:38,30.0,NonCAP
2007-01-01 19:21:08,30.0,NonCAP
2007-01-01 19:21:38,30.0,NonCAP
2007-01-01 19:22:08,30.0,NonCAP
2007-01-01 19:22:38,30.0,NonCAP
2007-01-01 19:23:08,30.0,NonCAP
2007-01-01 19:23:38,30.0,NonCAP
2007-01-01 19:24:08,30.0,NonCAP
2007-01-01 19:24:38,30.0,NonCAP
2007-01-01 19:25:08,30.0,NonCAP
2007-01-01 19:25:38,30.0,NonCAP
2007-01-01 19:26:08,30.0,NonCAP
2007-01-01 19:26:38,30.0,NonCAP
2007-01-01 19:27:08,30.0,NonCAP
2007-01-01 19:27:38,30.0,NonCAP
2007-01-01 19:28:08,30.0,NonCAP
2007-01-01 19:28:38,30.0,NonCAP
2007-01-01 19:29:08,30.0,NonCAP
2007-01-01 19:29:38,30.0,NonCAP
2007-01-01 19:30:08,30.0,NonCAP
2007-01-01 19:30:38,30.0,NonCAP
2007-01-01 19:31:08,30.0,NonCAP
2007-01-01 19:31:38,30.0,NonCAP
2007-01-01 19:32:08,30.0,NonCAP
2007-01-01 19:32:38,30.0,NonCAP
2007-01-01 19:33:08,30.0,NonCAP
2007-01-01 19:33:38,30.0,NonCAP
2007-01-01 19:34:08,30.0,NonCAP
2007-01-01 19:34:38,30.0,NonCAP
2007-01-01 19:35:08,30.0,NonCAP
2007-01-01 19:35:38,30.0,NonCAP
2007-01-01 19:36:08,30.0,NonCAP
2007-01-01 19:36:38,30.0,NonCAP
2007-01-01 19:37:08,30.0,NonCAP
2007-01-01 19:37:38,30.0,NonCAP
2007-01-01 19:38:08,30.0,NonCAP
2007-01-01 19:38:38,30.0,NonCAP
2007-01-01 19:39:08,30.0,NonCAP
2007-01-01 19:39:38,30.0,NonCAP
2007-01-01 19:40:08,30.0,NonCAP
2007-01-01 19:40:38,30.0,NonCAP
2007-01-01 19:41:08,30.0,NonCAP
2007-01-01 19:41:38,30.0,NonCAP
2007-01-01 19:42:08,30.0,NonCAP
2007-01-01 19:42:38,30.0,NonCAP
2007-01-01 19:43:08,30.0,NonCAP
2007-01-01 19:43:38,30.0,NonCAP
2007-01-01 19:44:08,30.0,NonCAP
2007-01-01 19:44:38,30.0,NonCAP
2007-01-01 19:45:08,30.0,NonCAP
2007-01-01 19:45:38,30.0,NonCAP
2007-01-01 19:46:08,30.0,NonCAP
2007-01-01 19:46:38,30.0,NonCAP
2007-01-01 19:47:08,30.0,NonCAP
2007-01-01 19:47:38,30.0,NonCAP
2007-01-01 19:48:08,30.0,NonCAP
2007-01-01 19:48:38,30.0,NonCAP
2007-01-01 19:49:08,30.0,NonCAP
2007-01-01 19:49:38,30.0,NonCAP
2007-01-01 19:50:08,30.0,NonCAP
2007-01-01 19:50:38,30.0,NonCAP
2007-01-01 19:51:08,30.0,NonCAP
2007-01-01 19:51:38,30.0,NonCAP
2007-01-01 19:52:08,30.0,NonCAP
2007-01-01 19:52:38,30.0,NonCAP
2007-01-01 19:53:08,30.0,NonCAP
2007-01-01 19:53:38,30.0,NonCAP
2007-01-01 19:54:08,30.0,NonCAP
2007-01-01 19:54:38,30.0,NonCAP
2007-01-01 19:55:08,30.0,NonCAP
2007-01-01 19:55:38,30.0,NonCAP
2007-01-01 19:56:08,30.0,NonCAP
2007-01-01 19:56:38,30.0,NonCAP
2007-01-01 19:57:08,30.0,NonCAP
2007-01-01 19:57:38,30.0,NonCAP
2007-01-01 19:58:08,30.0,NonCAP
2007-01-01 19:58:38,30.0,NonCAP
2007-01-01 19:59:08,30.0,NonCAP
2007-01-01 19:59:38,30.0,NonCAP
2007-01-01 20:00:08,30.0,NonCAP
2007-01-01 20:00:38,30.0,NonCAP
2007-01-01 20:01:08,30.0,NonCAP
2007-01-01 20:01:38,30.0,NonCAP
2007-01-01 20:02:08,30.0,NonCAP
2007-01-01 20:02:38,30.0,NonCAP
2007-01-01 20:03:08,30.0,NonCAP
2007-01-01 20:03:38,30.0,NonCAP
2007-01-01 20:04:08,30.0,NonCAP
2007-01-01 20:04:38,30.0,NonCAP
2007-01-01 20:05:08,30.0,NonCAP
2007-01-01 20:05:38,30.0,NonCAP
2007-01-01 20:06:08,30.0,NonCAP
2007-01-01 20:06:38,30.0,NonCAP
2007-01-01 20:07:08,30.0,NonCAP
2007-01-01 20:07:38,30.0,NonCAP
2007-01-01 20:08:08,30.0,NonCAP
2007-01-01 20:08:38,30.0,NonCAP
2007-01-01 20:09:08,30.0,NonCAP
2007-01-01 20:09:38,30.0,NonCAP
2007-01-01 20:10:08,30.0,NonCAP
2007-01-01 20:10:38,30.0,NonCAP
2007-01-01 20:11:08,30.0,NonCAP
2007-01-01 20:11:38,30.0,NonCAP
2007-01-01 20:12:08,30.0,NonCAP
2007-01-01 20:12:38,30.0,NonCAP
2007-01-01 20:13:08,30.0,NonCAP
2007-01-01 20:13:38,30.0,NonCAP
2007-01-01 20:14:08,30.0,NonCAP
2007-01-01 20:14:38,30.0,NonCAP
2007-01-01 20:15:08,30.0,NonCAP
2007-01-01 20:15:38,30.0,NonCAP
2007-01-01 20:16:08,30.0,NonCAP
2007-01-01 20:16:38,30.0,NonCAP
2007-01-01 20:17:08,30.0,NonCAP
2007-01-01 20:17:38,30.0,NonCAP
2007-01-01 20:18:08,30.0,NonCAP
2007-01-01 20:18:38,30.0,NonCAP
2007-01-01 20:19:08,30.0,NonCAP
2007-01-01 20:19:38,30.0,NonCAP
2007-01-01 20:20:08,30.0,NonCAP
2007-01-01 20:20:38,30.0,NonCAP
2007-01-01 20:21:08,30.0,NonCAP
2007-01-01 20:21:38,30.0,NonCAP
2007-01-01 20:22:08,30.0,NonCAP
2007-01-01 20:22:38,30.0,NonCAP
2007-01-01 20:23:08,30.0,NonCAP
2007-01-01 20:23:38,30.0,NonCAP
2007-01-01 20:24:08,30.0,NonCAP
2007-01-01 20:24:38,30.0,NonCAP
2007-01-01 20:25:08,30.0,NonCAP
2007-01-01 20:25:38,30.0,NonCAP
2007-01-01 20:26:08,30.0,NonCAP
2007-01-01 20:26:38,30.0,NonCAP
2007-01-01 20:27:08,30.0,NonCAP
2007-01-01 20:27:38,30.0,NonCAP
2007-01-01 20:28:08,30.0,NonCAP
2007-01-01 20:28:38,30.0,NonCAP
2007-01-01 20:29:08,30.0,NonCAP
2007-01-01 20:29:38,30.0,NonCAP
2007-01-01 20:30:08,30.0,NonCAP
2007-01-01 20:30:38,30.0,NonCAP
2007-01-01 20:31:08,30.0,NonCAP
2007-01-01 20:31:38,30.0,NonCAP
2007-01-01 20:32:08,30.0,NonCAP
2007-01-01 20:32:38,30.0,NonCAP
2007-01-01 20:33:08,30.0,NonCAP
2007-01-01 20:33:38,30.0,NonCAP
2007-01-01 20:34:08,30.0,NonCAP
2007-01-01 20:34:38,30.0,NonCAP
2007-01-01 20:35:08,30.0,NonCAP
2007-01-01 20:35:38,30.0,NonCAP
2007-01-01 20:36:08,30.0,NonCAP
2007-01-01 20:36:38,30.0,NonCAP
2007-01-01 20:37:08,30.0,NonCAP
2007-01-01 20:37:38,30.0,NonCAP
2007-01-01 20:38:08,30.0,NonCAP
2007-01-01 20:38:38,30.0,NonCAP
2007-01-01 20:39:08,30.0,NonCAP
2007-01-01 20:39:38,30.0,NonCAP
2007-01-01 20:40:08,30.0,NonCAP
2007-01-01 20:40:38,30.0,NonCAP
2007-01-01 20:41:08,30.0,NonCAP
2007-01-01 20:41:38,30.0,NonCAP
2007-01-01 20:42:08,30.0,NonCAP
2007-01-01 20:42:38,30.0,NonCAP
2007-01-01 20:43:08,30.0,NonCAP
2007-01-01 20:43:38,30.0,NonCAP
2007-01-01 20:44:08,30.0,NonCAP
2007-01-01 20:44:38,30.0,NonCAP
2007-01-01 20:45:08,30.0,NonCAP
2007-01-01 20:45:38,30.0,NonCAP
2007-01-01 20:46:08,30.0,NonCAP
2007-01-01 20:46:38,30.0,NonCAP
2007-01-01 20:47:08,30.0,NonCAP
2007-01-01 20:47:38,30.0,NonCAP
2007-01-01 20:48:08,30.0,NonCAP
2007-01-01 20:48:38,30.0,NonCAP
2007-01-01 20:49:08,30.0,NonCAP
2007-01-01 20:49:38,30.0,NonCAP
2007-01-01 20:50:08,30.0,NonCAP
2007-01-01 20:50:38,30.0,NonCAP
2007-01-01 20:51:08,30.0,NonCAP
2007-01-01 20:51:38,30.0,NonCAP
2007-01-01 20:52:08,30.0,NonCAP
2007-01-01 20:52:38,30.0,NonCAP
2007-01-01 20:53:08,30.0,NonCAP
2007-01-01 20:53:38,30.0,NonCAP
2007-01-01 20:54:08,30.0,NonCAP
2007-01-01 20:54:38,30.0,NonCAP
2007-01-01 20:55:08,30.0,NonCAP
2007-01-01 20:55:38,30.0,NonCAP
2007-01-01 20:56:08,30.0,NonCAP
2007-01-01 20:56:38,30.0,NonCAP
2007-01-01 20:57:08,30.0,NonCAP
2007-01-01 20:57:38,30.0,NonCAP
2007-01-01 20:58:08,30.0,NonCAP
2007-01-01 20:58:38,30.0,NonCAP
2007-01-01 20:59:08,30.0,NonCAP
2007-01-01 20:59:38,30.0,NonCAP
2007-01-01 21:00:08,30.0,NonCAP
2007-01-01 21:00:38,30.0,NonCAP
2007-01-01 21:01:08,30.0,NonCAP
2007-01-01 21:01:38,30.0,NonCAP
2007-01-01 21:02:08,30.0,NonCAP
2007-01-01 21:02:38,30.0,NonCAP
2007-01-01 21:03:08,30.0,NonCAP
2007-01-01 21:03:38,30.0,NonCAP
2007-01-01 21:04:08,30.0,NonCAP
2007-01-01 21:04:38,30.0,NonCAP
2007-01-01 21:05:08,30.0,NonCAP
2007-01-01 21:05:38,30.0,NonCAP
2007-01-01 21:06:08,30.0,NonCAP
2007-01-01 21:06:38,30.0,NonCAP
2007-01-01 21:07:08,30.0,NonCAP
2007-01-01 21:07:38,30.0,NonCAP
2007-01-01 21:08:08,30.0,NonCAP
2007-01-01 21:08:38,30.0,NonCAP
2007-01-01 21:09:08,30.0,NonCAP
2007-01-01 21:09:38,30.0,NonCAP
2007-01-01 21:10:08,30.0,NonCAP
2007-01-01 21:10:38,30.0,NonCAP
2007-01-01 21:11:08,30.0,NonCAP
2007-01-01 21:11:38,30.0,NonCAP
2007-01-01 21:12:08,30.0,NonCAP
2007-01-01 21:12:38,30.0,NonCAP
2007-01-01 21:13:08,30.0,NonCAP
2007-01-01 21:13:38,30.0,NonCAP
2007-01-01 21:14:08,30.0,NonCAP
2007-01-01 21:14:38,30.0,NonCAP
2007-01-01 21:15:08,30.0,NonCAP
2007-01-01 21:15:38,30.0,NonCAP
2007-01-01 21:16:08,30.0,NonCAP
2007-01-01 21:16:38,30.0,NonCAP
2007-01-01 21:17:08,30.0,NonCAP
2007-01-01 21:17:38,30.0,NonCAP
2007-01-01 21:18:08,30.0,NonCAP
2007-01-01 21:18:38,30.0,NonCAP
2007-01-01 21:19:08,30.0,NonCAP
2007-01-01 21:19:38,30.0,NonCAP
2007-01-01 21:20:08,30.0,NonCAP
2007-01-01 21:20:38,30.0,NonCAP
2007-01-01 21:21:08,30.0,NonCAP
2007-01-01 21:21:38,30.0,NonCAP
2007-01-01 21:22:08,30.0,NonCAP
2007-01-01 21:22:38,30.0,NonCAP
2007-01-01 21:23:08,30.0,NonCAP
2007-01-01 21:23:38,30.0,NonCAP
2007-01-01 21:24:08,30.0,NonCAP
2007-01-01 21:24:38,30.0,NonCAP
2007-01-01 21:25:08,30.0,NonCAP
2007-01-01 21:25:38,30.0,NonCAP
2007-01-01 21:26:08,30.0,NonCAP
2007-01-01 21:26:38,30.0,NonCAP
2007-01-01 21:27:08,30.0,NonCAP
2007-01-01 21:27:38,30.0,NonCAP
2007-01-01 21:28:08,30.0,NonCAP
2007-01-01 21:28:38,30.0,NonCAP
2007-01-01 21:29:08,30.0,NonCAP
2007-01-01 21:29:38,30.0,NonCAP
2007-01-01 21:30:08,30.0,NonCAP
2007-01-01 21:30:38,30.0,NonCAP
2007-01-01 21:31:08,30.0,NonCAP
2007-01-01 21:31:38,30.0,NonCAP
2007-01-01 21:32:08,30.0,NonCAP
2007-01-01 21:32:38,30.0,NonCAP
2007-01-01 21:33:08,30.0,NonCAP
2007-01-01 21:33:38,30.0,NonCAP
2007-01-01 21:34:08,30.0,NonCAP
2007-01-01 21:34:38,30.0,NonCAP
2007-01-01 21:35:08,30.0,NonCAP
2007-01-01 21:35:38,30.0,NonCAP
2007-01-01 21:36:08,30.0,NonCAP
2007-01-01 21:36:38,30.0,NonCAP
2007-01-01 21:37:08,30.0,NonCAP
2007-01-01 21:37:38,30.0,NonCAP
2007-01-01 21:38:08,30.0,NonCAP
2007-01-01 21:38:38,30.0,NonCAP
2007-01-01 21:39:08,30.0,NonCAP
2007-01-01 21:39:38,30.0,NonCAP
2007-01-01 21:40:08,30.0,NonCAP
2007-01-01 21:40:38,30.0,NonCAP
2007-01-01 21:41:08,30.0,NonCAP
2007-01-01 21:41:38,30.0,NonCAP
2007-01-01 21:42:08,30.0,NonCAP
2007-01-01 21:42:38,30.0,NonCAP
2007-01-01 21:43:08,30.0,NonCAP
2007-01-01 21:43:38,30.0,NonCAP
2007-01-01 21:44:08,30.0,NonCAP
2007-01-01 21:44:38,30.0,NonCAP
2007-01-01 21:45:08,30.0,NonCAP
2007-01-01 21:45:38,30.0,NonCAP
2007-01-01 21:46:08,30.0,NonCAP
2007-01-01 21:46:38,30.0,NonCAP
2007-01-01 21:47:08,30.0,NonCAP
2007-01-01 21:47:38,30.0,NonCAP
2007-01-01 21:48:08,30.0,NonCAP
2007-01-01 21:48:38,30.0,NonCAP
2007-01-01 21:49:08,30.0,NonCAP
2007-01-01 21:49:38,30.0,NonCAP
2007-01-01 21:50:08,30.0,NonCAP
2007-01-01 21:50:38,30.0,NonCAP
2007-01-01 21:51:08,30.0,NonCAP
2007-01-01 21:51:38,30.0,NonCAP
2007-01-01 21:52:08,30.0,NonCAP
2007-01-01 21:52:38,30.0,NonCAP
2007-01-01 21:53:08,30.0,NonCAP
2007-01-01 21:53:38,30.0,NonCAP
2007-01-01 21:54:08,30.0,NonCAP
2007-01-01 21:54:38,30.0,NonCAP
2007-01-01 21:55:08,30.0,NonCAP
2007-01-01 21:55:38,30.0,NonCAP
2007-01-01 21:56:08,30.0,NonCAP
2007-01-01 21:56:38,30.0,NonCAP
2007-01-01 21:57:08,30.0,NonCAP
2007-01-01 21:57:38,30.0,NonCAP
2007-01-01 21:58:08,30.0,NonCAP
2007-01-01 21:58:38,30.0,NonCAP
2007-01-01 21:59:08,30.0,NonCAP
2007-01-01 21:59:38,30.0,NonCAP
2007-01-01 22:00:08,30.0,NonCAP
2007-01-01 22:00:38,30.0,NonCAP
2007-01-01 22:01:08,30.0,NonCAP
2007-01-01 22:01:38,30.0,NonCAP
2007-01-01 22:02:08,30.0,NonCAP
2007-01-01 22:02:38,30.0,NonCAP
2007-01-01 22:03:08,30.0,NonCAP
2007-01-01 22:03:38,30.0,NonCAP
2007-01-01 22:04:08,30.0,NonCAP
2007-01-01 22:04:38,30.0,NonCAP
2007-01-01 22:05:08,30.0,NonCAP
2007-01-01 22:05:38,30.0,NonCAP
2007-01-01 22:06:08,30.0,NonCAP
2007-01-01 22:06:38,30.0,NonCAP
2007-01-01 22:07:08,30.0,NonCAP
2007-01-01 22:07:38,30.0,NonCAP
2007-01-01 22:08:08,30.0,NonCAP
2007-01-01 22:08:38,30.0,NonCAP
2007-01-01 22:09:08,30.0,NonCAP
2007-01-01 22:09:38,30.0,NonCAP
2007-01-01 22:10:08,30.0,NonCAP
2007-01-01 22:10:38,30.0,NonCAP
2007-01-01 22:11:08,30.0,NonCAP
2007-01-01 22:11:38,30.0,NonCAP
2007-01-01 22:12:08,30.0,NonCAP
2007-01-01 22:12:38,30.0,NonCAP
2007-01-01 22:13:08,30.0,NonCAP
2007-01-01 22:13:38,30.0,NonCAP
2007-01-01 22:14:08,30.0,NonCAP
2007-01-01 22:14:38,30.0,NonCAP
2007-01-01 22:15:08,30.0,NonCAP
2007-01-01 22:15:38,30.0,NonCAP
2007-01-01 22:16:08,30.0,NonCAP
2007-01-01 22:16:38,30.0,NonCAP
2007-01-01 22:17:08,30.0,NonCAP
2007-01-01 22:17:38,30.0,NonCAP
2007-01-01 22:18:08,30.0,NonCAP
2007-01-01 22:18:38,30.0,NonCAP
2007-01-01 22:19:08,30.0,NonCAP
2007-01-01 22:19:38,30.0,NonCAP
2007-01-01 22:20:08,30.0,NonCAP
2007-01-01 22:20:38,30.0,NonCAP
2007-01-01 22:21:08,30.0,NonCAP
2007-01-01 22:21:38,30.0,NonCAP
2007-01-01 22:22:08,30.0,NonCAP
2007-01-01 22:22:38,30.0,NonCAP
2007-01-01 22:23:08,30.0,NonCAP
2007-01-01 22:23:38,30.0,NonCAP
2007-01-01 22:24:08,30.0,NonCAP
2007-01-01 22:24:38,30.0,NonCAP
2007-01-01 22:25:08,30.0,NonCAP
2007-01-01 22:25:38,30.0,NonCAP
2007-01-01 22:26:08,30.0,NonCAP
2007-01-01 22:26:38,30.0,NonCAP
2007-01-01 22:27:08,30.0,NonCAP
2007-01-01 22:27:38,30.0,NonCAP
2007-01-01 22:28:08,30.0,NonCAP
2007-01-01 22:28:38,30.0,NonCAP
2007-01-01 22:29:08,30.0,NonCAP
2007-01-01 22:29:38,30.0,NonCAP
2007-01-01 22:30:08,30.0,NonCAP
2007-01-01 22:30:38,30.0,NonCAP
2007-01-01 22:31:08,30.0,NonCAP
2007-01-01 22:31:38,30.0,NonCAP
2007-01-01 22:32:08,30.0,NonCAP
2007-01-01 22:32:38,30.0,NonCAP
2007-01-01 22:33:08,30.0,NonCAP
2007-01-01 22:33:38,30.0,NonCAP
2007-01-01 22:34:08,30.0,NonCAP
2007-01-01 22:34:38,30.0,NonCAP
2007-01-01 22:35:08,30.0,NonCAP
2007-01-01 22:35:38,30.0,NonCAP
2007-01-01 22:36:08,30.0,NonCAP
2007-01-01 22:36:38,30.0,NonCAP
2007-01-01 22:37:08,30.0,NonCAP
2007-01-01 22:37:38,30.0,NonCAP
2007-01-01 22:38:08,30.0,NonCAP
2007-01-01 22:38:38,30.0,NonCAP
2007-01-01 22:39:08,30.0,NonCAP
2007-01-01 22:39:38,30.0,NonCAP
2007-01-01 22:40:08,30.0,NonCAP
2007-01-01 22:40:38,30.0,NonCAP
2007-01-01 22:41:08,30.0,NonCAP
2007-01-01 22:41:38,30.0,NonCAP
2007-01-01 22:42:08,30.0,NonCAP
2007-01-01 22:42:38,30.0,NonCAP
2007-01-01 22:43:08,30.0,NonCAP
2007-01-01 22:43:38,30.0,NonCAP
2007-01-01 22:44:08,30.0,NonCAP
2007-01-01 22:44:38,30.0,NonCAP
2007-01-01 22:45:08,30.0,NonCAP
2007-01-01 22:45:38,30.0,NonCAP
2007-01-01 22:46:08,30.0,NonCAP
2007-01-01 22:46:38,30.0,NonCAP
2007-01-01 22:47:08,30.0,NonCAP
2007-01-01 22:47:38,30.0,NonCAP
2007-01-01 22:48:08,30.0,NonCAP
2007-01-01 22:48:38,30.0,NonCAP
2007-01-01 22:49:08,30.0,NonCAP
2007-01-01 22:49:38,30.0,NonCAP
2007-01-01 22:50:08,30.0,NonCAP
2007-01-01 22:50:38,30.0,NonCAP
2007-01-01 22:51:08,30.0,NonCAP
2007-01-01 22:51:38,30.0,NonCAP
2007-01-01 22:52:08,30.0,NonCAP
2007-01-01 22:52:38,30.0,NonCAP
2007-01-01 22:53:08,30.0,NonCAP
2007-01-01 22:53:38,30.0,NonCAP
2007-01-01 22:54:08,30.0,NonCAP
2007-01-01 22:54:38,30.0,NonCAP
2007-01-01 22:55:08,30.0,NonCAP
2007-01-01 22:55:38,30.0,NonCAP
2007-01-01 22:56:08,30.0,NonCAP
2007-01-01 22:56:38,30.0,NonCAP
2007-01-01 22:57:08,30.0,NonCAP
2007-01-01 22:57:38,30.0,NonCAP
2007-01-01 22:58:08,30.0,NonCAP
2007-01-01 22:58:38,30.0,NonCAP
2007-01-01 22:59:08,30.0,NonCAP
2007-01-01 22:59:38,30.0,NonCAP
2007-01-01 23:00:08,30.0,NonCAP
2007-01-01 23:00:38,30.0,NonCAP
2007-01-01 23:01:08,30.0,NonCAP
2007-01-01 23:01:38,30.0,NonCAP
2007-01-01 23:02:08,30.0,NonCAP
2007-01-01 23:02:38,30.0,NonCAP
2007-01-01 23:03:08,30.0,NonCAP
2007-01-01 23:03:38,30.0,NonCAP
2007-01-01 23:04:08,30.0,NonCAP
2007-01-01 23:04:38,30.0,NonCAP
2007-01-01 23:05:08,30.0,NonCAP
2007-01-01 23:05:38,30.0,NonCAP
2007-01-01 23:06:08,30.0,NonCAP
2007-01-01 23:06:38,30.0,NonCAP
2007-01-01 23:07:08,30.0,NonCAP
2007-01-01 23:07:38,30.0,NonCAP
2007-01-01 23:08:08,30.0,NonCAP
2007-01-01 23:08:38,30.0,NonCAP
2007-01-01 23:09:08,30.0,NonCAP
2007-01-01 23:09:38,30.0,NonCAP
2007-01-01 23:10:08,30.0,NonCAP
2007-01-01 23:10:38,30.0,NonCAP
2007-01-01 23:11:08,30.0,NonCAP
2007-01-01 23:11:38,30.0,NonCAP
2007-01-01 23:12:08,30.0,NonCAP
2007-01-01 23:12:12,4.0,MCAP-A3
2007-01-01 23:12:42,30.0,NonCAP
2007-01-01 23:12:46,4.0,MCAP-A3
2007-01-01 23:12:54,8.0,MCAP-A1
2007-01-01 23:13:24,30.0,NonCAP
2007-01-01 23:13:42,18.0,MCAP-A3
2007-01-01 23:14:12,30.0,NonCAP
2007-01-01 23:14:16,4.0,MCAP-A2
2007-01-01 23:14:46,30.0,NonCAP
2007-01-01 23:14:51,5.0,MCAP-A1
2007-01-01 23:15:21,30.0,NonCAP
2007-01-01 23:15:51,30.0,NonCAP
2007-01-01 23:15:54,3.0,MCAP-A1
2007-01-01 23:16:24,30.0,NonCAP
2007-01-01 23:16:35,11.0,MCAP-A3
2007-01-01 23:17:05,30.0,NonCAP
2007-01-01 23:17:35,30.0,NonCAP
2007-01-01 23:18:05,30.0,NonCAP
2007-01-01 23:18:35,30.0,NonCAP
2007-01-01 23:19:05,30.0,NonCAP
2007-01-01 23:19:35,30.0,NonCAP
2007-01-01 23:20:05,30.0,NonCAP
2007-01-01 23:20:35,30.0,NonCAP
2007-01-01 23:21:05,30.0,NonCAP
2007-01-01 23:21:35,30.0,NonCAP
2007-01-01 23:22:05,30.0,NonCAP
2007-01-01 23:22:35,30.0,NonCAP
2007-01-01 23:23:05,30.0,NonCAP
2007-01-01 23:23:10,5.0,MCAP-A3
2007-01-01 23:23:40,30.0,NonCAP
2007-01-01 23:23:49,9.0,MCAP-A2
2007-01-01 23:24:19,30.0,NonCAP
2007-01-01 23:24:55,36.0,MCAP-A3
2007-01-01 23:25:25,30.0,NonCAP
