,Fp2-F4_Lp_Norm,F4-C4_Lp_Norm,C4-P4_Lp_Norm,P4-O2_Lp_Norm,C4-A1_Lp_Norm,Fp2-F4_std,F4-C4_std,C4-P4_std,P4-O2_std,C4-A1_std,Fp2-F4_skew,F4-C4_skew,C4-P4_skew,P4-O2_skew,C4-A1_skew,Fp2-F4_kurtosis,F4-C4_kurtosis,C4-P4_kurtosis,P4-O2_kurtosis,C4-A1_kurtosis,Fp2-F4_entropy,F4-C4_entropy,C4-P4_entropy,P4-O2_entropy,C4-A1_entropy,Fp2-F4_hjorth_complexity,F4-C4_hjorth_complexity,C4-P4_hjorth_complexity,P4-O2_hjorth_complexity,C4-A1_hjorth_complexity,label
24669,135.11939845128794,120.27118465374406,110.656582830096,98.39856158139666,229.63667826786246,5.9647996660890845,5.24967317419779,4.53506762709987,4.345993184637041,9.672598986200379,-0.8604706570205821,-0.22575276583811124,-0.14826695662639036,0.4008132776843446,0.08733000023643007,-0.06687439720540889,-1.0180584316335832,-0.06748680336860158,0.687936656740892,0.04285143218771381,8.606841490459406,8.607056755401604,8.597335648954049,8.500448041208251,8.512932437826802,4.064228449371433,3.0816744313281714,2.745481477894449,2.9965059544635673,2.516129780116965,NonCAP
16389,104.1192190686065,146.98753419530195,107.96627782156742,97.58059263297234,210.96704789900207,4.312693089649429,6.237164924529819,4.595117501900082,4.240278575655084,9.309754796372362,0.050835214496136975,-0.2138179668081073,-0.11240590234446356,0.5403630274909426,-0.2105313147507384,-0.447862642674556,-0.9031287956537684,-0.08361573394407396,-0.13101279255369036,-0.43632309247273593,8.661412915743558,8.644483669488658,8.574866071452199,8.631477271513518,8.590594504110337,3.02146782099751,3.6838477157057223,2.652508092224259,2.331842285566146,2.2279428546772726,NonCAP
12979,189.24049728312863,142.54899035670678,152.13856500898373,156.9305445948287,349.96769245225016,6.811540239779277,6.2687149651323235,6.271002758388212,6.098653597070144,15.431704347625294,0.3150447037387004,0.2384029586470555,-0.08655002275950618,-0.398578536145757,0.770585030884346,-0.6649609663234926,-0.7657846877161711,-0.22483104967795509,0.039572951407003565,0.6887468337554226,8.660445284343798,8.68021556317655,8.55300501500308,8.649614029022967,8.513211627605564,3.4446037757178143,3.1035412038365235,2.377210279315015,3.4747713495275985,2.5922331409648174,NonCAP
18386,145.00694626692595,191.33475318553653,228.33794448353112,177.44474090417037,387.3960667219144,6.323059489847097,8.356933685531285,10.085593126002353,7.826516119734486,17.06647305047535,-0.9390853303943436,-0.0005782876878818009,-0.5819249400900071,-0.11420618543143195,0.05189732637234502,0.6018452379948429,-0.6740545388692314,-0.3226315011403722,-1.000837277949298,-0.9361901505902184,8.652294409011821,8.589433514849944,8.642252213281026,8.724171165516555,8.69525296147645,1.8962053979708413,1.6242903489587237,1.4321601272022833,1.8786476641320082,2.2512046905728735,NonCAP
9417,445.01769165298634,632.4303106290422,457.99243316537354,335.0348533960478,854.7441740722758,19.187712397195728,27.007081001310986,19.620678899550473,12.69111770403156,23.641526853473636,-0.6658036430940976,0.4501751102899008,0.11674566798179523,0.1605704937824844,0.18257932959107032,-1.0007688866294318,-1.281380509999246,-1.3430523303755075,-1.0935337132197434,-1.2700939761362033,8.83793812017111,8.695882546410274,8.745967649310346,8.703826773642936,8.603926310422198,10.274949208867227,10.595080816215074,8.852538536733446,6.943360290179806,4.846559641812049,NonCAP
1752,98.88413909665265,82.55724611017469,147.15049972710332,93.21532685021883,246.70516249246492,4.063469602017634,3.641170911541973,6.445712181050453,4.001320998324503,10.665752714457554,-0.19184175541771156,-0.5121808517680054,-0.11352176855236472,0.3079065504844015,0.04166096237103073,-0.4845757179796175,0.25689220514310396,-0.8440485662532047,-0.29875177138066755,-0.9199034166196012,8.657051858082289,8.617914877146845,8.713120740684166,8.570161306998894,8.687953410178995,2.3668556978685076,2.788183998142404,4.359424882689577,4.67420960693141,3.1002787747737246,NonCAP
836,127.50615466197678,67.30650867365236,141.55472692706658,135.11137821589838,264.6414415842196,5.564892424238552,2.920170239767151,6.246007345437572,5.943111581722826,11.330615101842756,-0.04159536525175247,-0.34140102387695104,-0.7455245512757007,-0.5254278297505324,-0.5615399174899184,-0.2475296197355057,0.34290550373418593,-0.15602699088053695,-0.8510482192109494,-0.44788705592067046,8.611275323601834,8.574506420700706,8.6277291708649,8.73505899938925,8.58825648335803,4.501743440527999,2.8024918967840846,3.9381638535610612,4.4608078153196455,3.434193347200195,NonCAP
2596,253.12825564987017,836.6437665442409,576.798075494208,524.9453248869901,1877.699498566906,11.186581459376939,35.656627864342006,24.948258065801845,23.199446635426504,77.00624562671044,-0.2993581757286157,0.2621006220873315,0.13871996741891857,0.3350867032908749,0.4449648020939208,-0.9453441853044575,-0.6509748009866239,-0.2838001609587848,-0.8094704867358766,-0.6626484950981184,8.70094901962476,8.629783429397051,8.635086516342675,8.745956070892628,8.601656595802702,3.4102118009695075,6.5141874025280755,6.155306916279112,5.112074369717662,4.936484367213699,NonCAP
5951,385.80561325331445,182.19219337747418,175.84284491680359,236.53973981251502,337.06424005334867,17.049440873388846,8.044990022128646,7.6776733695443,9.28562205274145,14.248548883700485,0.5811342959915174,0.5287131004442494,-0.10890943029401598,0.040597080727690846,-0.34542341809360133,0.0693970663233574,0.12119954277095957,-0.5455340760782295,-1.0975281127068235,-0.6544433609068303,8.509320667192465,8.514886674313384,8.585590203335185,8.650359281925308,8.715329825962407,7.161410147824103,4.058776116692274,3.8644547785695678,4.217729186256556,4.425115979444683,NonCAP
5676,393.0035029195855,716.4705232002284,573.3326541971574,436.4231903697264,1402.6579392469953,17.1834110510812,31.487427481730837,25.171411636902622,14.872282391946918,49.72927963757186,-0.6212663836031378,0.32102976145085815,0.6079899509963527,-0.2679888057535436,0.6315714014398908,-0.12286943359707658,-0.8362256199881912,-0.39769766586317745,-0.9138743818154302,-0.32265424324180136,8.665637522668751,8.650209117795413,8.490849819369576,8.723832803226479,8.546421976237035,7.5788651483926035,6.044565071744879,4.338584189429724,5.092149429094394,5.787356322803281,NonCAP
7313,117.79679283682208,191.13537864681646,246.46073347845754,211.51256873742446,509.1202482244691,5.205609393945041,8.385061526046265,8.944829292548674,6.278324747327626,21.458090313469807,0.2369753624669479,0.4269700298138455,-0.4277589102536425,0.07617093343213979,0.03721755995024053,0.45410571397481325,0.674602777665597,-0.5518999160170721,1.565664974394548,-0.392848451846338,8.583056946982829,8.54226325353894,8.634406977714244,8.715715562316735,8.604972985598767,2.4829652441497356,2.7537498368196682,2.6727985167469908,2.579008801950032,2.565794211930747,NonCAP
19960,322.60362010943254,292.966540372978,231.69307329090404,210.2504186145246,645.3469973582457,14.136580143173061,12.551916771240453,10.20196037152084,7.874918218716566,28.153192129666746,-1.3946390291528947,-0.8817804092401352,-0.7599429429788932,-0.5769474968419478,0.8943226507405115,1.0438661028225518,0.16739381668877673,0.41292724735322084,0.24313284202866603,-0.1621065843330607,8.345769048900891,8.274454800928178,8.64578142678597,8.713480873154765,8.538795125951998,4.411127040571289,4.320798529424836,3.023725892540515,3.9313257978538547,3.740439076516087,NonCAP
23646,114.89309260704493,83.20375278681563,82.2451617512103,94.66512312661465,237.5090699450501,4.792979219684762,3.455357192390857,3.3765077384748445,4.181627586839857,10.213879899267686,-0.29193363593400384,0.5572833644346544,0.1240542765884196,-0.24243232308304485,0.06991634043124183,1.3858430261897388,0.2644527148656368,1.7469969273910042,-0.7008333787525367,0.13378897697561065,8.45609117423994,8.473229057891643,8.548828603294421,8.642450082681565,8.483491783542732,4.310425492330273,3.0530632516894665,2.8599164377246717,4.42886660140693,2.625608614413673,NonCAP
22376,122.37064049800645,106.62259893104667,144.2542861227824,89.93244894165791,377.4371280334332,4.953111280925547,4.5818121776961815,6.313248590909364,3.965867181418542,16.257788216923128,-0.11198978560985683,-0.8883353923246711,0.14231907787538847,0.09214958818867884,0.09485859750804754,-0.6392784945450347,0.8473750165773573,-0.3375577696629577,-0.8528638120325609,-0.8236141300362574,8.60111295081681,8.65526390340911,8.612284953148363,8.687726793103613,8.585461502241673,2.5360782792119774,1.808268189794626,2.5041203174884554,3.2832755146512214,3.5248330637281007,NonCAP
7289,153.86555782045926,118.29895929501997,140.65437230490778,209.5259574716783,1957.8154672284768,6.799961181732793,5.048577645449096,5.679058747894998,9.135143069493001,65.01229997490216,0.4583249946180895,-0.0911737317964213,-0.1840489460200035,-0.026011645648659754,-0.18483745268803506,-0.1828354134164516,-0.49774653991250295,-0.7719042928471329,-1.1673464918507643,0.279563869712641,8.640139038638088,8.589586970983468,8.65642015532921,8.742229869900287,8.602132479406167,3.3653047584317335,2.8099464717855183,2.50725893944431,3.3537539732592734,1.5833187364154464,NonCAP
9817,464.7729519907277,478.70611265784896,578.247227106612,689.3482856629732,1148.1709765899,19.13849768815114,20.87808212250819,24.895575255106777,29.330363883529362,48.54452723654955,0.15875530824874606,0.19547117307598907,0.03193341922192146,-0.09398818841464736,-0.17059529197446013,-1.2300509114374083,-1.2441950537722963,-0.9625413205911051,-1.5377959166313842,-1.152623160248768,8.680877888522812,8.695484683457138,8.668002077249342,8.788984162744006,8.705245937267183,3.3210547761912212,5.214651656998576,5.169988345882861,7.052311607159926,4.620259012111824,NonCAP
21475,88.99595552477246,120.46548504837563,123.48199259799375,91.60544877373887,235.834434059596,3.854814835785583,5.321704872376707,4.57848249557799,4.048376973907465,9.354237668600582,0.4159416175343048,-0.12376410887760497,0.0031082935411802905,0.29259386882695787,-0.27449683494546434,1.4031273564683797,-1.0238123119973643,-0.3557441650141939,-0.570098330583777,-0.5967877939508845,8.551072689748086,8.669166448961612,8.670578025754414,8.696863111289819,8.664846029011596,2.421200728449748,2.635799498821098,2.0984405798003256,3.175253894882388,2.771117515812178,NonCAP
20933,166.42692306204165,238.3346531175585,187.89284267000193,375.84427241952943,1017.6144667115495,7.243008730804808,10.498404225730424,8.217894092618536,13.87073851080447,44.38449902549974,0.046813830773120256,0.37192274447730383,0.6041658152827616,0.5734612089834545,-0.4241677890960736,-0.8380240088496911,-0.8262913046200198,0.12335139910186621,-0.6125142411479261,0.4655807828743641,8.648472690394893,8.693520865601576,8.66256483806875,8.788224380345353,8.620563611955612,5.2356417121027246,5.404447375183079,3.1632074932628025,8.390217511177775,6.138957584954938,NonCAP
2991,569.8257275029388,728.9990640285284,589.8666013192711,510.340250419352,1561.7317509007844,24.831269393877193,32.14906969122176,25.842455357200446,22.150474589319757,58.80545921132543,0.3730950321220876,-0.6441037542716488,-1.444183900370911,1.234781988780655,0.6963426707365289,-0.38691032053988783,-0.5799700642280117,2.2534389438103943,1.0394306921976249,-0.3503043286678271,8.53443401768632,8.631050339098959,8.375798239626775,8.21673962059322,8.517274733271122,3.119232533314024,5.260846256828375,3.95659617064982,3.773453645062176,3.937089729408052,NonCAP
189,165.06110436639926,108.51319912805305,126.50888162840882,147.70355428427604,302.4172499055603,6.68089378052398,4.794426179261751,5.56377352329941,6.4997485536635695,13.118452411574458,0.3911616578704869,-0.9220998659155927,-0.06373558084674448,0.16480682087557905,-0.16414488335338362,-0.7554941194218068,1.4446675586086624,-0.636685368711472,-0.6638174161429644,-0.3516840104167853,8.747970807975719,8.58656746752354,8.679751052682636,8.685507631450232,8.634752770832495,4.562500435834571,2.744013631004016,1.9014390455960404,1.782167266617246,2.4832356203354724,NonCAP
21658,124.31658124767806,120.69986153244366,133.0037126036758,92.91070174966185,237.40784747344225,5.4940314260471474,5.044047836547309,5.869097163538391,3.5751038461094002,10.304527003024564,-0.51514183925191,0.5184595602288002,0.9082731957504918,-0.3163520753644157,-0.24345827561426836,-0.753992280224483,-0.5496159729923278,0.9179222311400763,-0.3091282811351217,-0.4813421659098407,8.721137318718142,8.553050210061947,8.564596917029332,8.546535603471945,8.638437149427494,4.373979419638211,2.824522189453655,3.0740920137279324,3.012925583173176,2.449124060768528,NonCAP
3306,527.9944045420604,523.3563601702326,575.4617647468393,510.3969711157343,1743.69707916167,23.29338402859767,23.104000829106297,25.427601224354802,22.462591857401137,68.15486096709519,-0.3693709146145894,-0.4953144167468721,-0.4542819038708938,0.013837254687810942,-0.08899004440320714,-0.9629771598122328,-0.5151670052205897,-0.5252907710530152,-1.3446063801225185,-1.1464256047725931,8.682864725578156,8.601528125230509,8.619546295119907,8.683972296042825,8.673532290504442,5.2101526260709505,5.140603309499513,4.451464135156981,7.17820700574764,6.17677186157621,NonCAP
23749,171.5344631886977,189.46698338587169,136.69934824066436,118.8182098167926,403.8951385887249,7.464822879695168,8.346803316484312,5.967075549809687,5.246735541878367,16.590648940878523,0.43859111309229576,0.9303188007326559,-0.004324758772472918,-0.3576603231684141,-0.08235104567479067,-0.13199491391150353,-0.10279521501479083,-1.0467955330534242,-0.6883720570471996,1.708709887089892,8.634463137172517,8.61418814111142,8.728485135524888,8.625193053403448,8.328123003548926,3.5192993019147343,4.538183659080667,4.090815466190149,3.5562868944341512,2.347013183207508,NonCAP
1966,115.62176435739798,162.83567734321647,146.34724739620904,166.30493266569798,246.48367706989313,4.978251414962304,6.942763280209397,5.302634733047074,5.802209090234191,10.850405057995907,-0.17700816836616465,-0.4769460337606444,-0.7402696016042641,-0.08176654317728797,-0.25688808697551013,0.48741604330527144,-0.2703552881466975,0.21976715370859567,-0.7451624151587453,0.6109023162058786,8.574808965990712,8.660706250339222,8.660770921818028,8.670019894016978,8.462746886440383,3.0951970832912874,3.775427642788726,3.280571199508703,3.3974133241867985,2.1525181335519856,NonCAP
1334,111.4992081634861,114.06676629638925,141.26872658736264,68.05555384412749,197.77524160976458,4.863223610777701,5.041084068559222,6.193796656412097,2.998218107247714,7.45474958002065,-0.42925515009444387,0.4810094708964808,0.29028711533062684,-0.09341335973887804,0.09108826207563776,-0.6249477285265317,0.47408240690909453,-0.6373441989611575,-0.5358368713592654,-0.8627562239812754,8.715739132132722,8.584361834602575,8.699916877753171,8.605843905904923,8.562189966714133,2.2643055095511753,2.250547601858327,1.544185108750776,2.437996094272929,1.7176908204192867,NonCAP
20350,175.16950407476293,263.61492002305204,162.16662570943873,135.15070246740854,316.67065955323636,7.5850100085854875,7.989682253467901,6.3111890508352415,5.373188981698168,13.180390167511455,-0.21765493565145963,0.08960963873652264,-0.811079884071272,-0.00011759966827657919,0.33368532168670306,-0.9682985617481608,-0.7280028925505855,0.34029497823731747,-0.2849477971947483,-0.40014396297903465,8.699146249845134,8.665770069674767,8.374080897225562,8.528751614985495,8.53927925190536,2.444190001899281,2.412676440608449,2.603090902630804,5.034387294037979,4.222642473833899,NonCAP
13010,167.27619804893757,155.99021748226414,109.34437477538629,146.76947015654156,687.9471035761662,6.78517431153142,6.212174863035137,4.785041627516925,6.480819514738619,26.784823294472446,0.4740567956492714,0.1272944391984276,-0.21628733816988857,-1.1794830156067198,0.07406134998195192,-0.46294328931998807,1.0572548338632028,-0.07825948171755126,1.5468499391528496,-0.5308427462844261,8.708626742993715,8.508664836297697,8.521527722136263,8.42773874052039,8.536344562367649,3.843706401727348,2.565531976636942,2.0925624805094825,3.0231506521992637,4.835721603652221,NonCAP
3987,812.2348684831729,537.483862021711,709.5224148579052,753.7619803551502,1588.1004253353512,34.91217732128456,23.753454237190603,30.342512878123213,32.65405723016642,49.00054187866812,1.2511893494924837,0.07699538337287944,-0.152858223754326,-0.25769487978561956,-0.3500592142139372,0.5387701140269714,-0.5158755293114301,-1.5680108383333287,-0.6411175806051386,-0.7074676834822347,8.69488234297108,8.659212348077109,8.85766317288987,8.611609459596375,8.573732844564946,7.893379434018587,5.275021645422871,5.841330054608466,7.325127543275724,4.714760850423594,NonCAP
4394,493.0884859133138,772.1363086311684,650.0155131933101,308.8766586046889,1005.7371474304283,21.726630012832327,32.860391176138876,27.064360254377444,13.636753577301745,40.27857012968548,0.01519833619374896,-0.1815259999693947,-0.5134436401320608,0.44014228588971566,-1.0582798236657902,-0.404303490107087,-0.4652300823110349,-0.39802875937079474,-0.5462394176447005,-0.013007075217135178,8.488408047233658,8.569780367447038,8.399846712340196,8.59785412742683,8.802396196131552,4.360560908141385,3.894676497191774,5.517471903332983,5.169121535117453,4.166414530482146,NonCAP
10035,138.7261454446317,245.2358801306559,268.4723479948004,160.03027245034167,1098.2382234534173,5.884808640349677,10.096721864265726,11.426794107930501,6.89780769734249,31.878260266126908,0.10379428541121798,-0.25826399714592596,-0.08302433699229386,0.051369659398437476,-0.4314638006945804,-0.38435583756725533,-1.0487264914614103,-1.1046885195740064,-1.0353499913254331,-1.2443135772947116,8.681459681924714,8.623370985250787,8.67494350513919,8.675022608917462,8.676904384485619,2.376251548460657,6.238297484676355,3.8867426770394227,3.9253312505909768,6.868384085644465,NonCAP
16493,196.77105685288845,198.43776022804033,535.4556406122505,312.12376439981693,474.03098599693783,7.034069287069229,7.552838694244696,11.030404840697882,12.214454058210157,16.92747035803866,-0.4470769154942819,-0.12927358939626635,0.2092251429701638,0.21087180518361187,0.24530550861956485,0.011073074001287875,-0.10178138866153397,-0.639548595165595,-0.759121673090045,-0.4722153997140395,8.618879023073188,8.644054254855817,8.779559210017206,8.673256488118337,8.579384548942329,2.2524008703619263,2.439433238110035,2.305071624890191,3.5168736381824837,2.43355405023226,NonCAP
24484,103.48892955108226,214.59412128142972,181.37869366956565,149.7104346554243,265.6999691986958,4.5649167881911525,9.450678341160131,7.978457136056995,6.537628135109725,11.66453394581265,-0.04891552257321056,-0.902662880793418,0.044555478067202524,-0.9710700778650618,0.4885890673754644,-0.6320898511058846,1.2480709643946728,0.22271068133271354,0.4524609744939099,-0.410658690558098,8.626911880452248,8.410812894701339,8.442690244559387,8.635406727390171,8.659389111655216,2.974748154948154,4.427436002340009,3.924588547380834,4.446869872261459,2.5991541720316818,NonCAP
12243,309.53446299757235,233.95988850752357,188.2273231919551,150.70178819645014,607.6515771538369,12.68452076778139,10.278772714638203,7.527639705825766,5.066534007566928,26.73147566077901,0.616244152085692,-0.20070672114301374,-0.055198734156249964,-0.09763767545754849,-0.03785247494539779,-0.41176436248849946,0.03295731307957617,-0.4615716016618183,-0.3669078177408438,-0.5078948053927457,8.478900579665066,8.562857703637698,8.61820736289991,8.616992505243939,8.637251410885735,1.2577516638222794,1.5669744837268944,1.266899598150443,1.5520760831920644,1.2957065609865848,NonCAP
9973,452.13708393044044,348.06694467806193,378.7182830297226,367.53324521714205,818.2358860218027,17.975281202174298,15.023160758823648,16.697431125858813,8.275230102013348,35.84702430118852,0.13431191595485312,0.4525147143255548,-0.0926338013245684,-0.5503090708173185,0.6971286924268062,-1.242693463946656,-0.9582056197847728,-0.9933705963878126,0.01714270127331652,-0.5968918672838313,8.746143638949304,8.804862731540215,8.695533571021814,8.757969862182414,8.644404684737717,10.249252800553416,8.155747682179852,5.809266404725373,6.2860692279426935,9.04524143527904,NonCAP
12171,167.92386112259499,219.4068358617755,157.162903480427,113.7065704585619,481.10795285278294,7.420860250039682,9.669853767096214,6.9340994812656715,4.857518321800078,20.53456524323737,-0.3385327434945078,-0.10305772507140601,-0.2882307841297395,-0.6248927059365382,0.38593505189429744,-0.6370972834721003,-0.6603568723586486,-0.8345434225996797,0.680319866136601,-0.8384063112286251,8.71129286581035,8.587165313935458,8.641944542359495,8.597089791224759,8.714069213811367,3.5979436631952613,5.763651010748644,2.906895237574748,2.93100431365404,4.299362303580014,NonCAP
11857,94.48665111097334,118.78749640756384,120.69223413970633,105.57018148719382,227.10327715468276,4.024442576357147,5.192471678444554,5.333427252238836,4.651784693441769,9.842407942613296,-0.19502237262250405,0.6196342521196182,0.10591746543695425,0.14187815509068896,0.16066111475658526,0.18391890356855534,0.22321062634181033,-0.5834582277756764,0.5810933356882857,-0.1068963908655376,8.509486405562672,8.5666263620768,8.624033341188218,8.524277508411728,8.568330315469836,2.877812467346422,3.179673808599487,2.6986593988769236,3.487070982839463,2.2219906635650934,NonCAP
9552,418.58979367456425,204.72584309775047,219.6189927219113,220.73813596329043,688.6438808674762,18.49809981198461,8.812885736877332,9.704690140239936,9.7540103861024,29.724087583698875,0.12719871033614477,-0.3977639435880519,0.35687377063112274,-0.7458212002000273,-0.13174250632486487,-1.035210300699683,0.8132456719677821,-0.9886406858131109,-0.7031020165033857,-0.935258070520872,8.667947391701706,8.518737495259018,8.751756336858207,8.743432696092409,8.652479787576807,6.457897845300016,4.1907277478785465,4.445687124301709,5.269371358529804,4.848481450309072,NonCAP
11837,102.65309529456678,146.12382168960312,182.82214211963048,132.53136557880143,237.69601952710818,4.536620747824671,5.887222000794985,7.865351612262997,5.796984418322537,10.50458514326682,-0.5760401000315605,-0.4937631596552039,1.0605093677733635,-0.18680929462101764,0.36978234612249367,0.03908782946152822,-0.33741005831643944,2.5105515712250295,-0.976942226591802,-0.4542193111629804,8.585050731692741,8.411838637887334,8.472085981806668,8.636819433072008,8.554383452194974,2.5815420754070817,3.230284657314672,3.9133389551849627,4.6056696794851115,1.9174002631975067,NonCAP
12632,206.97473031219627,273.97667304989386,218.26044885654255,176.38893048871356,589.2226408685218,8.618401686765859,11.984525598113311,9.28000692324155,7.677971780954855,25.414681791120728,-0.43430555105760404,0.23084803827553102,0.5096599413017503,0.36258277116763754,0.27382475764389375,-0.5085598818550405,-1.2898239897328327,-0.2573419905515335,-0.8949363701341722,-0.5792717565500576,8.573027223038592,8.744637063157313,8.497267889528597,8.654500522705403,8.587578644796412,3.313074877925355,4.334549976045532,4.153677971439703,4.349709756380705,3.810293687515184,NonCAP
